Región,Distrito,Municipio Escolar,Código de la Escuela,Nombre Escuela,Matrícula M1,Matrícula M1 entre 5 y 17 años de edad,M1 entre 5 y 17 años de edad Bajo Nivel Pobreza,Porcentaje de Estudiantes Bajo el Nivel de Pobreza (BNP)
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69054,JOSE F. DIAZ,440,419,303,72.32%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69088,PAUL G. MILLER,301,287,239,83.28%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69096,ANTONIO S. PEDREIRA ,180,174,138,79.31%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69112,JESUS SILVA,382,372,347,93.28%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69138,HERMINA DIAZ APONTE (LAGO ALTO),145,142,116,81.69%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69146,JESUS T. PINERO,231,213,202,94.84%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69153,NTRA. SRA. DE COVADONGA,165,153,144,94.12%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69161,ELEMENTAL RAFAEL CORDERO,245,236,185,78.39%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69179,INTERMEDIA ALEJANDRO TAPIA Y RIVERA,252,252,227,90.08%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69187,EUGENIO MARIA DE HOSTOS,251,251,233,92.83%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,79087,ELEMENTAL BO QUEBRADA NEGRITO,195,188,150,79.79%
SAN JUAN,SAN JUAN I,SAN JUAN I,60038,JULIAN BLANCO (ESPECIALIZADA BALLET),111,111,52,46.85%
SAN JUAN,SAN JUAN I,SAN JUAN I,61572,CENTRAL ARTES VISUALES (ESPECIALIZADA),623,622,190,30.55%
SAN JUAN,SAN JUAN I,SAN JUAN I,61580,ANTONIA B. CAIMARY,338,317,269,84.86%
SAN JUAN,SAN JUAN I,SAN JUAN I,61598,ABRAHAN LINCOLN,143,139,109,78.42%
SAN JUAN,SAN JUAN I,SAN JUAN I,61622,DR. FRANCISCO HERNANDEZ Y GAETAN,391,384,344,89.58%
SAN JUAN,SAN JUAN I,SAN JUAN I,61630,EMILIO CASTELAR,181,180,162,90%
SAN JUAN,SAN JUAN I,SAN JUAN I,61648,MADAME LUCHETTI,192,178,157,88.2%
SAN JUAN,SAN JUAN I,SAN JUAN I,61655,DR. FACUNDO BUESO,362,317,287,90.54%
SAN JUAN,SAN JUAN I,SAN JUAN I,61663,DR. JOSE CELSO BARBOSA,240,240,195,81.25%
SAN JUAN,SAN JUAN I,SAN JUAN I,61671,JOSE JULIAN ACOSTA (ESPECIALIZADA TEATRO),200,199,104,52.26%
SAN JUAN,SAN JUAN I,SAN JUAN I,61689,LUIS MUNOZ RIVERA,382,374,317,84.76%
SAN JUAN,SAN JUAN I,SAN JUAN I,61705,RAFAEL MARIA DE LABRA,264,264,224,84.85%
SAN JUAN,SAN JUAN I,SAN JUAN I,61721,MARTIN G. BRUMBAUGH,158,149,133,89.26%
SAN JUAN,SAN JUAN I,SAN JUAN I,61747,PADRE RUFO (ESPECIALIZADA BILINGUE),320,315,178,56.51%
SAN JUAN,SAN JUAN I,SAN JUAN I,61754,DR. PEDRO G. GOYCO,173,167,155,92.81%
SAN JUAN,SAN JUAN I,SAN JUAN I,61762,RAFAEL CORDERO (ESPECIALIZADA COMERCIO),310,306,186,60.78%
SAN JUAN,SAN JUAN I,SAN JUAN I,61770,SEGUNDO RUIZ BELVIS,165,156,144,92.31%
SAN JUAN,SAN JUAN I,SAN JUAN I,61788,TOMAS CARRION MADURO,42,32,26,81.25%
SAN JUAN,SAN JUAN I,SAN JUAN I,63016,MANUEL CUEVAS BACENER,214,214,196,91.59%
SAN JUAN,SAN JUAN I,SAN JUAN I,63073,DR. JULIO J. HENNA,279,270,254,94.07%
SAN JUAN,SAN JUAN I,SAN JUAN I,63081,LUIS LLORENS TORRES (ESPECIALIZADA MONTESSORI),268,257,225,87.55%
SAN JUAN,SAN JUAN I,SAN JUAN I,63099,LUIS RODRIGUEZ CABRERO,240,237,235,99.16%
SAN JUAN,SAN JUAN I,SAN JUAN I,63123,RAMON POWER Y GIRALT,257,231,214,92.64%
SAN JUAN,SAN JUAN I,SAN JUAN I,63149,REPUBLICA DEL PERU,228,228,211,92.54%
SAN JUAN,SAN JUAN I,SAN JUAN I,64279,INSTITUTO LOAIZA  CORDERO,144,126,74,58.73%
SAN JUAN,SAN JUAN I,SAN JUAN I,64758,MARIA M. DE PEREZ ALMIROTY,175,168,167,99.4%
SAN JUAN,SAN JUAN I,SAN JUAN II,61333,DR. ANTONIO S. PEDREIRA (ESPECIALIZADA),319,318,206,64.78%
SAN JUAN,SAN JUAN I,SAN JUAN II,61341,DR. ISAAC GONZALEZ MARTINEZ,233,225,202,89.78%
SAN JUAN,SAN JUAN I,SAN JUAN II,61358,ELEONOR ROOSEVELT,317,313,202,64.54%
SAN JUAN,SAN JUAN I,SAN JUAN II,61366,CENTRO EUGENIO MARIA DE HOSTOS,119,59,51,86.44%
SAN JUAN,SAN JUAN I,SAN JUAN II,61374,EUGENIO MARIA DE HOSTOS,185,183,161,87.98%
SAN JUAN,SAN JUAN I,SAN JUAN II,61382,GABRIELA MISTRAL,459,438,354,80.82%
SAN JUAN,SAN JUAN I,SAN JUAN II,61390,JUAN JOSE OSUNA (ESPECIALIZADA RADIO Y TV),205,203,78,38.42%
SAN JUAN,SAN JUAN I,SAN JUAN II,61416,JULIO SELLES SOLA,653,647,298,46.06%
SAN JUAN,SAN JUAN I,SAN JUAN II,61424,LA ESPERANZA (LUIS PALES MATOS),221,151,105,69.54%
SAN JUAN,SAN JUAN I,SAN JUAN II,61432,LAS AMERICAS,227,227,185,81.5%
SAN JUAN,SAN JUAN I,SAN JUAN II,61440,TRINA PADILLA DE SANZ,340,315,229,72.7%
SAN JUAN,SAN JUAN I,SAN JUAN II,61457,LUIS MUNIZ SOUFFRONT,197,188,175,93.09%
SAN JUAN,SAN JUAN I,SAN JUAN II,61473,S. U. NEMESIO R. CANALES 2,240,240,234,97.5%
SAN JUAN,SAN JUAN I,SAN JUAN II,61481,PEDRO C. TIMOTHEE,175,171,138,80.7%
SAN JUAN,SAN JUAN I,SAN JUAN II,61507,REPUBLICA DE MEJICO,272,270,227,84.07%
SAN JUAN,SAN JUAN I,SAN JUAN II,61515,REPUBLICA DE BRASIL,214,214,166,77.57%
SAN JUAN,SAN JUAN I,SAN JUAN II,61523,REPUBLICA DEL SALVADOR,161,158,127,80.38%
SAN JUAN,SAN JUAN I,SAN JUAN II,61531,UNIVERSITY GARDENS (ESPECIALIZADA),515,514,151,29.38%
SAN JUAN,SAN JUAN I,SAN JUAN II,61549,RAFAEL HERNANDEZ MARIN,280,271,180,66.42%
SAN JUAN,SAN JUAN I,SAN JUAN II,61564,WILLIAM D. BOYCE,396,396,343,86.62%
SAN JUAN,SAN JUAN I,SAN JUAN II,64402,ERNESTO RAMOS ANTONINI (MUSICA) (ESPECIALIZADA),582,579,243,41.97%
SAN JUAN,SAN JUAN I,SAN JUAN II,64915,CENTRO PEDIATRICO,27,14,7,50%
SAN JUAN,SAN JUAN I,SAN JUAN II,65334,ARTURO SOMOHANO,243,235,225,95.74%
SAN JUAN,SAN JUAN I,SAN JUAN II,65946,NEMESIO R. CANALES I,226,216,183,84.72%
SAN JUAN,SAN JUAN I,SAN JUAN II,65953,VICTOR PAREZ COLLAZO,104,65,42,64.62%
SAN JUAN,SAN JUAN I,SAN JUAN II,66316,SOTERO FIGUEROA,409,409,180,44.01%
SAN JUAN,SAN JUAN I,SAN JUAN II,66357,PEDRO C. TIMOTHEE ANEXO,92,43,35,81.4%
SAN JUAN,SAN JUAN II,SAN JUAN III,62166,VENUS GARDENS INTERMEDIA,506,506,367,72.53%
SAN JUAN,SAN JUAN II,SAN JUAN III,62406,ANGEL RAMOS,225,219,198,90.41%
SAN JUAN,SAN JUAN II,SAN JUAN III,62422,ANTONIO SARRIERA EGOZCUE,459,455,349,76.7%
SAN JUAN,SAN JUAN II,SAN JUAN III,62489,DRA. ANTONIA SAEZ,326,319,232,72.73%
SAN JUAN,SAN JUAN II,SAN JUAN III,62521,FELIPE GUTIERREZ,387,383,367,95.82%
SAN JUAN,SAN JUAN II,SAN JUAN III,62562,GASPAR VILA MAYANS,288,282,261,92.55%
SAN JUAN,SAN JUAN II,SAN JUAN III,62588,LAS VIRTUDES,263,259,242,93.44%
SAN JUAN,SAN JUAN II,SAN JUAN III,62653,ELEMENTAL VILLA GRANADA,180,174,145,83.33%
SAN JUAN,SAN JUAN II,SAN JUAN III,62679,ELEMENTAL AMALIA MARIN,150,143,116,81.12%
SAN JUAN,SAN JUAN II,SAN JUAN III,62752,MANUEL CEPERO,147,139,120,86.33%
SAN JUAN,SAN JUAN II,SAN JUAN III,62786,GERARDO SELLES SOLA,296,290,202,69.66%
SAN JUAN,SAN JUAN II,SAN JUAN III,62802,DR. JOSE CELSO BARBOSA,267,267,237,88.76%
SAN JUAN,SAN JUAN II,SAN JUAN III,62810,LUIS MUNOZ RIVERA,238,232,184,79.31%
SAN JUAN,SAN JUAN II,SAN JUAN III,62851,LUIS PEREIRA LEAL,94,94,63,67.02%
SAN JUAN,SAN JUAN II,SAN JUAN III,62877,REPUBLICA DE COLOMBIA,253,238,205,86.13%
SAN JUAN,SAN JUAN II,SAN JUAN III,62919,SABANA LLANA,298,296,270,91.22%
SAN JUAN,SAN JUAN II,SAN JUAN III,62927,SAN AGUSTIN,260,250,166,66.4%
SAN JUAN,SAN JUAN II,SAN JUAN III,62950,RAMON VILA MAYO,506,486,360,74.07%
SAN JUAN,SAN JUAN II,SAN JUAN III,62968,VILLA CAPRI,271,265,243,91.7%
SAN JUAN,SAN JUAN II,SAN JUAN III,64394,JARDINES DE MONTE HATILLO,195,190,176,92.63%
SAN JUAN,SAN JUAN II,SAN JUAN III,64410,ANGELES PATOR (SAN MARTIN),273,267,238,89.14%
SAN JUAN,SAN JUAN II,SAN JUAN III,64691,DR. JOSE G. PADILLA,259,253,216,85.38%
SAN JUAN,SAN JUAN II,SAN JUAN III,65557,INTERMEDIA VILLA GRANADA,247,247,209,84.62%
SAN JUAN,SAN JUAN II,SAN JUAN III,65797,JARDINES DEL PARAISO,96,90,86,95.56%
SAN JUAN,SAN JUAN II,SAN JUAN III,66225,CARMEN GOMEZ TEJERA,184,164,127,77.44%
SAN JUAN,SAN JUAN II,SAN JUAN III,66241,DR. CESAREO ROSA NIEVES,307,279,261,93.55%
SAN JUAN,SAN JUAN II,SAN JUAN III,67785,ELEMENTAL BERWIND,253,250,235,94%
SAN JUAN,SAN JUAN II,SAN JUAN III,67934,INTERMEDIA BERWIND,425,422,376,89.1%
SAN JUAN,SAN JUAN II,SAN JUAN III,67942,SUPERIOR BERWIND,352,335,281,83.88%
SAN JUAN,SAN JUAN II,SAN JUAN III,77289,ELEMENTAL NUEVA DR. RAFAEL LÓPEZ SICARDÓ,249,240,212,88.33%
SAN JUAN,SAN JUAN II,SAN JUAN IV,61325,BELLA VISTA,94,85,78,91.76%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62398,MIGUEL SUCH,938,875,717,81.94%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62430,BOLIVAR PAGAN,434,428,369,86.21%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62448,MOISES MELENDEZ,200,191,167,87.43%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62463,PACHIN MARIN,306,298,272,91.28%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62497,DR. JOSE N. GANDARA,292,291,267,91.75%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62513,EMILIO DEL TORO CUEVAS,144,141,100,70.92%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62539,JUANITA GARCIA PERAZA,292,290,258,88.97%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62547,JUAN PONCE DE LEON,136,127,114,89.76%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62554,JUAN RAMON JIMENEZ,238,238,207,86.97%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62570,LAS MERCEDES,277,272,204,75%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62604,MANUEL A. PEREZ,260,243,192,79.01%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62612,RAFAEL HERNANDEZ,220,213,161,75.59%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62646,SANTIAGO IGLESIAS PANTIN,275,262,233,88.93%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62984,ALBERT EINSTEIN,346,309,242,78.32%
SAN JUAN,SAN JUAN II,SAN JUAN IV,62992,JAIME ROSARIO (B VISTA ELEMENTAL),194,184,164,89.13%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63024,MANUEL ELZABURU VIZCARRONDO,310,310,286,92.26%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63032,FEDERICO ASENJO (PRE-TECNICA) (ESPECIALIZADA),306,306,256,83.66%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63057,HAYDEE REXACH,183,172,156,90.7%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63065,JESUS MARIA QUINONES,195,189,113,59.79%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63107,MANUEL BOADA,310,292,277,94.86%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63131,ERNESTO RAMON ANTONINI,352,352,303,86.08%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63156,SANTIAGO IGLESIAS PANTIN,239,230,189,82.17%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63164,SOFIA REXACH (ESPECIALIZADA MONTESSORI),140,126,103,81.75%
SAN JUAN,SAN JUAN II,SAN JUAN IV,63172,ALEJANDRO TAPIA Y RIVERA,289,269,222,82.53%
SAN JUAN,SAN JUAN II,SAN JUAN IV,64527,GUSTAVO A. BECQUER,259,254,235,92.52%
SAN JUAN,SAN JUAN II,SAN JUAN IV,64998,LCDO.  GUILLERMO ATILES MOREAU,139,123,67,54.47%
SAN JUAN,SAN JUAN II,SAN JUAN IV,66167,FRAY BARTOLOME DE LAS CASAS,415,390,383,98.21%
SAN JUAN,SAN JUAN II,SAN JUAN V,61317,EMILIO B. HUYKE,157,157,142,90.45%
SAN JUAN,SAN JUAN II,SAN JUAN V,61408,JUAN B. HUYKE,321,306,259,84.64%
SAN JUAN,SAN JUAN II,SAN JUAN V,61499,RAFAEL RIVERA OTERO,321,311,293,94.21%
SAN JUAN,SAN JUAN II,SAN JUAN V,61556,EVARISTO RIVERA CHEVREMONT,329,312,298,95.51%
SAN JUAN,SAN JUAN II,SAN JUAN V,62661,AMALIA MARIN,430,418,332,79.43%
SAN JUAN,SAN JUAN II,SAN JUAN V,62703,RAFAEL QUIÑONES VIDAL,250,240,187,77.92%
SAN JUAN,SAN JUAN II,SAN JUAN V,62745,FELISA RINCON DE GAUTIER,179,173,120,69.36%
SAN JUAN,SAN JUAN II,SAN JUAN V,62760,SALVADOR BRAU,142,135,101,74.81%
SAN JUAN,SAN JUAN II,SAN JUAN V,62836,ANA ROQUE DE DUPREY,201,190,171,90%
SAN JUAN,SAN JUAN II,SAN JUAN V,62844,ABELARDO DIAZ ALFARO,130,123,80,65.04%
SAN JUAN,SAN JUAN II,SAN JUAN V,62885,JOSE COLOMBAN ROSARIO,226,217,158,72.81%
SAN JUAN,SAN JUAN II,SAN JUAN V,62893,JUAN ANTONIO CORRETJER,253,246,178,72.36%
SAN JUAN,SAN JUAN II,SAN JUAN V,62901,INES M MENDOZA VDA DE MUNOZ MARIN,610,598,496,82.94%
SAN JUAN,SAN JUAN II,SAN JUAN V,62935,CARMEN SANABRIA DE FIGUEROA,196,188,152,80.85%
SAN JUAN,SAN JUAN II,SAN JUAN V,62943,S. U. DR. ARTURO MORALES CARRION,326,307,262,85.34%
SAN JUAN,SAN JUAN II,SAN JUAN V,65284,JOSE M. RIVERA SOLIS,245,236,203,86.02%
SAN JUAN,SAN JUAN II,SAN JUAN V,65359,CONCHA MELENDEZ,113,110,108,98.18%
SAN JUAN,SAN JUAN II,SAN JUAN V,65938,DR. EFRAIN SANCHEZ HIDALGO,41,41,33,80.49%
SAN JUAN,SAN JUAN II,SAN JUAN V,66076,EL SENORIAL,283,261,168,64.37%
SAN JUAN,SAN JUAN II,SAN JUAN V,66233,LUZ ENEIDA COLON (LA CUMBRE),424,415,325,78.31%
,,Total Escuelas:,1442,Total de Estudiantes:,423934,408226,314397,77.02%
